sent_text,argument,label
"Once again , I was restless and unfulfilled , though I now had a successful business and was happily married .",I,experiencer
"The result is that retired people too often become bored , dissatisfied and unfulfilled .",retired people,experiencer
"The result is that retired people too often become bored , dissatisfied and unfulfilled .",too often,frequency
"Opt-out parents lead to drop-out children : and as long as we have unfulfilled youngsters , we are breeding a new generation of unfulfilled adults . ”",youngsters,experiencer
"I was in bud , not flower , clearly unfulfilled by my husband .",I,experiencer
"I was in bud , not flower , clearly unfulfilled by my husband .",by my husband,stimulus
It is a temptation for all mothers whose lives are emotionally unfulfilled .,all mothers whose lives,experiencer
It is a temptation for all mothers whose lives are emotionally unfulfilled .,emotionally,parameter
"Opt-out parents lead to drop-out children : and as long as we have unfulfilled youngsters , we are breeding a new generation of unfulfilled adults . ”",adults,experiencer
"Oh , she had the children , and she treasured every moment with them , but she was unfulfilled , possessed of a deep longing which she could not understand .",she,experiencer
"` The people who live there are dissatisfied , restless and bitter , "" he warned , ` Especially the women -- still girls in a mining camp . """,The people who live there,experiencer
"The cosmetic industry is bizarre because it is run by men who create needs that do n't exist , making women feel incredibly dissatisfied with their bodies .",women,experiencer
"The cosmetic industry is bizarre because it is run by men who create needs that do n't exist , making women feel incredibly dissatisfied with their bodies .",incredibly,degree
"The cosmetic industry is bizarre because it is run by men who create needs that do n't exist , making women feel incredibly dissatisfied with their bodies .",with their bodies,stimulus
The Conservatives remained dissatisfied with these arrangements and returned to the matter in their manifesto for the 1987 General Election .,The Conservatives,experiencer
The Conservatives remained dissatisfied with these arrangements and returned to the matter in their manifesto for the 1987 General Election .,with these arrangements,stimulus
"In Children 's Drawings ( Penguin , £6.99 ) , she suggests that children become dissatisfied with their work , often between the ages of eight and ten , when they ca n't achieve visual realism .",children,experiencer
"In Children 's Drawings ( Penguin , £6.99 ) , she suggests that children become dissatisfied with their work , often between the ages of eight and ten , when they ca n't achieve visual realism .",with their work,stimulus
Unfortunately Harry could never understand Dona and Karenin in truing to help the situation made Anna even more dissatisfied with her life .,Anna,experiencer
Unfortunately Harry could never understand Dona and Karenin in truing to help the situation made Anna even more dissatisfied with her life .,even more,degree
Unfortunately Harry could never understand Dona and Karenin in truing to help the situation made Anna even more dissatisfied with her life .,with her life,stimulus
Things started to go wrong when Stuart became increasingly dissatisfied at work .,Stuart,experiencer
Things started to go wrong when Stuart became increasingly dissatisfied at work .,increasingly,degree
Things started to go wrong when Stuart became increasingly dissatisfied at work .,at work,stimulus
In similar circumstances in previous elections the dissatisfied Tories would have given the Liberals and the Social Democrats the benefit of their protest .,Tories,experiencer
"Of twenty-seven who are satisfied , twenty ( seventy -four per cent ) are dissatisfied with housework , and eighteen ( sixty -seven per cent ) with life generally .",twenty,experiencer
"Of twenty-seven who are satisfied , twenty ( seventy -four per cent ) are dissatisfied with housework , and eighteen ( sixty -seven per cent ) with life generally .",with housework,stimulus
Goscinny had worked in America with Harvey Kurtzman of MAD fame : he had become dissatisfied as a draughtsman and chose to redirect his talents to story-telling .,he,experiencer
Goscinny had worked in America with Harvey Kurtzman of MAD fame : he had become dissatisfied as a draughtsman and chose to redirect his talents to story-telling .,as a draughtsman,stimulus
In the event delivery was not made until early September and a strong letter of complaint from a dissatisfied Northern Ireland customer greeted Jim Dalliton upon his return from holiday .,Northern Ireland customer,experiencer
In the Kandyan Kingdom dissatisfied persons could take cases to more formal courts .,persons,experiencer
"She is dissatisfied and tends to comment apathetically on her dissatisfaction , but her observations at this point in the interview were very lively indeed :",She,experiencer
Reference selling involves the use of satisfied customers in order to convince the buyer of the effectiveness of the salesman 's product .,customers,experiencer
"For me , it did n't work , but judging by the satisfied smirk on Neil 's face , he was having less trouble with it .",smirk on Neil 's face,expressor
"Once the Reichsminister appeared satisfied with his guest the tension had seeped out of the lieutenant , to be replaced by a stubbornness and even pugnacity .",the Reichsminister,experiencer
